genre,platform,org_type,grade,year,dev_history,description,reclassified,gametitle
기타,기타,중소,청소년이용불가,2012,4회 이상,사행성,1,쓰리맞고(3MATGO)
기타,기타,중소,청소년이용불가,2012,4회 이상,사행성,1,토토게임 포커 (TOTOgame POKER)
기타,기타,중소,청소년이용불가,2012,4회 이상,사행성,1,토토게임 바둑이 (TOTOgame BADUKI)
기타,기타,중소,청소년이용불가,2012,4회 이상,사행성,1,토토게임 맞고 (TOTOgame MATGO)
기타,기타,중소,청소년이용불가,2012,4회 이상,사행성,1,스마트 맞고(SMART MATGO)
기타,기타,중소,청소년이용불가,2012,4회 이상,사행성,1,스마트 세븐포커(SMART SEVEN POKER)
기타,기타,중소,청소년이용불가,2012,4회 이상,사행성,1,스마트 로우바둑이(SMART BADUGI)
기타,기타,중소,청소년이용불가,2012,4회 이상,사행성,1,미라지맞고 (Mirage Matgo)
기타,PC (Steam),중소,청소년이용불가,2012,4회 이상,사행성,1,미라지바둑이 (Mirage Baduki)
기타,기타,중소,청소년이용불가,2012,4회 이상,사행성,1,미라지포커(Mirage Poker)
기타,구글플레이,중소,청소년이용불가,2012,없음,"선정성,사행성",0,신들린맞고2012
퍼즐,구글플레이,중소,전체이용가,2012,없음,,0,Deep Danger (심도위협)
액션,구글플레이,중소,15세이용가,2012,없음,폭력성,0,Zombie in dark(좀비인다크)
퍼즐,구글플레이,중소,전체이용가,2012,없음,,0,Missile Defender(미사일 디펜더)
액션,구글플레이,중소,전체이용가,2012,없음,,0,Muffin Knight(머핀 나이트)
퍼즐,구글플레이,중소,전체이용가,2012,없음,,0,RapidToss(래피드토스)
전략,구글플레이,중소,전체이용가,2012,2~3회,,0,Medieval Empires (미디블 엠파이어)
기타,구글플레이,중소,전체이용가,2012,없음,,0,[한자학습] 한터치
퍼즐,구글플레이,중소,전체이용가,2012,없음,,0,연결의 달인
시뮬레이션,구글플레이,중소,전체이용가,2012,2~3회,,0,Hong Kong Cafe (홍콩 카페)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Kona＇s Crate (코나스 크레이트)
액션,구글플레이,중소,전체이용가,2012,2~3회,,0,Rotate a Shape (로테이트 어 셰이프)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Rubik’s Cube (루빅스 큐브)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Sokoban (소코반)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Poxel (폭셀)
기타,구글플레이,중소,전체이용가,2012,2~3회,,0,GeekGo (긱고)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,BrainQ (브레인큐)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,A Good Dog - 15 Puzzle (어 굿 도그 - 15 퍼즐)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Cage ball game (케이지 볼 게임)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Mr Art - Private Detective (미스터 아트 - 프리베이트 디텍티브)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Squarey-Mo Rescue (스퀘어리-모 레스큐)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Galaxy Jumper (갤럭시 점퍼)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Museum Edition (뮤지엄 에디션)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Link It (링크 잇)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Paper Jet (페이퍼 젯)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,My Cousins Farmhouse (마이 코우신스 팜하우스)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Smiley Blaster (스마일리 블래스터)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Negative City (네거티브 시티)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Smiley Pops (스마일리 팝스)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Object Assembly (오브젝트 어셈블리)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Doggie Blues (두기 블루)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Old Town Texas (올드 타운 텍사스)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Draw And Ride (드로우 앤 라이드)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Farm Mess (팜 메스)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Playground Edition (플레이그라운드 에디션)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Match＇em Party (매치 뎀 파티)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Thunder Light (썬더 라이트)
액션,구글플레이,중소,전체이용가,2012,2~3회,,0,River Raider (리버 라이더)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Re-Building Efforts (리 빌딩 에폴트)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Colorshapes (컬러 셰이프)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,River Side (리버 사이드)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Shire Edition (샤이어 에디션)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Space Difference (스페이스 디프런스)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Spring Fields (스프링 필드)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Fraise Puzzle (프레이즈 퍼즐)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,SpaceCraft (스페이스크래프트)
어드벤처,구글플레이,중소,전체이용가,2012,2~3회,,0,Monster Defense (몬스터 디펜스)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Streets Edition (스트리트 에디션)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Temple of Guardians (템플 오브 가디언스)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Rubik Rings (루빅 링)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Goulash (굴라쉬)
슈팅,기타,중소,전체이용가,2012,없음,,0,파스타
슈팅,기타,중소,전체이용가,2012,2~3회,,0,날으는 양탄자
슈팅,기타,중소,전체이용가,2012,1회,,0,YELLOW SEA(옐로우 씨)
기타,기타,중소,전체이용가,2012,4회 이상,,0,YELLOW SEA2(옐로우 씨2)
슈팅,기타,중소,전체이용가,2012,2~3회,,0,YELLOW SEA3(옐로우 씨3)
기타,구글플레이,중소,전체이용가,2012,없음,,0,리듬스퀘어(RhythmSquare)
기타,PC (Steam),중소,청소년이용불가,2012,2~3회,사행성,0,타이젬게임 세븐포커
기타,구글플레이,중소,청소년이용불가,2012,없음,사행성,0,포커의신
액션,구글플레이,중소,12세이용가,2012,없음,폭력성,0,Night Of The Living Dead(나이트 오브 더 리빙 데드)
액션,구글플레이,중소,12세이용가,2012,없음,폭력성,0,Meltdown on Mars(멜트다운 온 마스)
액션,구글플레이,중소,12세이용가,2012,2~3회,폭력성,0,Bloody Truck (블러디 트럭)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,폭력성,0,Necromancer (네크로맨서)
전략,구글플레이,중소,전체이용가,2012,2~3회,,0,Age of Defenders (에이지 오브 디펜더스)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Gems of Egypt (젬 오브 이집트)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Tribal Jungle - Fruit Quest (트라이벌 정글 - 프룻 퀘스트)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Haunted Mansion (혼티드 맨션)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Inside Out (인사이드 아웃)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Lost in the Woods (로스트 인 더 우드)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,My Tribe (마이 트라이브)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Mystic City (미스틱 시티)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Spooky Differences (스푸키 디퍼런스)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Forgotten City (포가튼 시티)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Old West (올드 웨스트)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Pick Up and Drop Off (픽업 앤 드롭 오프)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Twilight Search (트와일라잇 서치)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Flower Mania (플라워 매니아)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Lost in Space (로스트 인 스페이스)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Tribal Jungle - Jewel Quest (트라이벌 정글 - 쥬얼 퀘스트)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Trip to the Aztec Temple (트립 투 더 아즈텍 템플)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Geometric Differences (지오메트릭 디퍼런스)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Golden Memories (골든 메모리즈)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Graffiti City (그래피티 시티)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Lancelot in Camelot (란슬롯 인 카멜롯)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Living the Life (리빙 더 라이프)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Look Around (룩 어라운드)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Lost City of Egypt (로스트 시티 오브 이집트)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Lost Futures Of Atlantis (로스트 퓨쳐 오브 아틀란티스)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Lost in China Town (로스트 인 차이나 타운)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Lost in the Tribes (로스트 인 더 트라이브즈)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Lost Tribe (로스트 트라이브)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Mirage (미레이지)
액션,구글플레이,중소,전체이용가,2012,2~3회,,0,Snack ＆ Yoggy (스낵 ＆ 요기)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Monsoon Mania (먼순 마니아)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Murder i Solved (머더 아이 솔브드)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,The Gardener (더 가드너)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Button Masher (버튼 매셔)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Trash Difference (트레시 디프런스
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Tree House Builder (트리 하우스 빌더)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Tribal Seeker (트라이벌 시커)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Schiebel Slide Puzzle (시벨 슬라이드 퍼즐)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Trip to China (트립 투 차이나)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Trip to Egypt (트립 투 이집트)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Trip to India (트립 투 인디아)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Trip to the Lost Temple of Guardians (트립 투 더 로스트 템플 오브 가디언스)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,University Edition (유니버시티 에디션)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Vacation Villa (베케이션 빌라)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Village Backyard (빌리지 백야드)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Warehouse (웨어하우스)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Waste Recycler (웨이스트 리사이클러)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Wonderful China (원더풀 차이나)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Grungy Ball (그런지 볼)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Train Stare (트레인 스테어)
슈팅,기타,중소,전체이용가,2012,4회 이상,,1,SEA Cannon 2(씨 캐논2)
슈팅,기타,중소,전체이용가,2012,4회 이상,,1,SEA BATTLE2 (씨배틀2)
슈팅,기타,중소,전체이용가,2012,4회 이상,,0,EROS PLUS(에로스 플러스)
퍼즐,구글플레이,중소,전체이용가,2012,없음,,0,Block Breaker 3 Unlimited Free＋ (블록 브레이커 3 언리미티드 Free＋)
기타,구글플레이,중소,청소년이용불가,2012,없음,"선정성,사행성",0,여대생 맞고
시뮬레이션,구글플레이,중소,15세이용가,2012,없음,선정성,0,너는펫:보경이편
기타,구글플레이,중소,청소년이용불가,2012,없음,"선정성,사행성",0,19금섹시화보맞고(19금섹시맞고)
전략,구글플레이,중소,12세이용가,2012,없음,"폭력성,약물",0,비바 삼국지
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Garden View (가든 뷰)
RPG,구글플레이,중소,전체이용가,2012,없음,폭력성,0,엘가드(ELGARD)
액션,구글플레이,중소,전체이용가,2012,2~3회,,0,Alien Adventure (에일리언 어드벤쳐)
어드벤처,구글플레이,중소,전체이용가,2012,없음,,0,빵탐정 히라메키
퍼즐,구글플레이,중소,전체이용가,2012,없음,,0,애니멀다운
기타,구글플레이,중소,전체이용가,2012,없음,,0,액션퍼즐 패밀리UP
기타,구글플레이,중소,전체이용가,2012,2~3회,,0,Word Cafe (워드 카페)
기타,구글플레이,중소,전체이용가,2012,2~3회,,0,Word Fun for Kids (워드 펀 포 키즈)
기타,구글플레이,중소,전체이용가,2012,없음,,0,주산과 암산 Full
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Rune Escape (룬 이스케이프)
액션,구글플레이,중소,전체이용가,2012,2~3회,,0,Physics Shoot (피식스 슛)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Block Rockin (블록 로킨)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,24 Math Game (24 매쓰 게임)
전략,구글플레이,중소,전체이용가,2012,2~3회,,0,Abula Tower Defense (아브라 타워 디펜스)
액션,구글플레이,중소,전체이용가,2012,2~3회,,0,Finger Runner (핑거 러너)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Finger Skier (핑거 스키어)
퍼즐,구글플레이,중소,전체이용가,2012,없음,,0,BubblePump(버블펌프) Level 1
RPG,구글플레이,중소,전체이용가,2012,없음,폭력성,0,포켓RPG(PocketRPG)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Bound Cat (바운드 캣)
시뮬레이션,구글플레이,중소,전체이용가,2012,2~3회,,0,Bug Defense (벅 디펜스)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Cat＇s kingdom ~ Negon＇s dashes (캣츠 킹덤 ~ 네곤의 습격)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Let＇s make Japanese Tako-yaki (렛츠 메이크 재패니즈 타코야끼)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Space Alphabet (스페이스 알파벳)
액션,구글플레이,중소,전체이용가,2012,2~3회,,0,An Ultimate Hunt (언 얼티메이트 헌트)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Abandoned City (어밴던 시티)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,An Evening Walk (언 이브닝 워크)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Ancient Window (에인션트 윈도우)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Arthurs Castle (아더 캐슬)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Beautiful Dreams (뷰티풀 드림)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Blast from the Past (블라스트 프럼 더 패스트)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Castle Seeker (캐슬 시커)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Chinese Differences (차이니즈 디퍼런스)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Christmas Edition (크리스마스 에디션)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,City in Motion (시티 인 모션)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,City of Andoria (시티 오브 안도리아)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,City of Atlantis (시티 오브 아틀란티스)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,City of Dreams (시티 오브 드림)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,City Scan (시티 스캔)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Deep Search (딥 서치)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Differences in Andoria (디퍼런스 인 안도리아)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Differences in China Town (디퍼런스 인 차이나타운)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Differences in Egypt (디퍼런스 인 이집트)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Differences in Old Town (디퍼런스 인 올드타운)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Differences in the City (디퍼런스 인 더 시티)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Differences in the Country (디퍼런스 인 더 컨츄리)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Different Perspective (디퍼런트 퍼스펙티브)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Art Edition (아트 에디션)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Downtown Differences (다운타운 디퍼런스)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Dream Villa (드림 빌라)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Expedition Old West (익스페디션 올드 웨스트)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Exploring China (익스플로링 차이나)
퍼즐,구글플레이,중소,전체이용가,2012,없음,,0,물 좀 주시죠? (Where is my water)
퍼즐,구글플레이,중소,전체이용가,2012,없음,,0,Endless War(끝없는 전쟁)
스포츠,기타,중소,청소년이용불가,2012,4회 이상,선정성,1,파이널피싱온라인(FFOnline)
RPG,구글플레이,대형사,청소년이용불가,2012,없음,폭력성,0,제국 온라인
기타,구글플레이,중소,청소년이용불가,2012,없음,"선정성,사행성",0,여대생맞고 신입생편
퍼즐,구글플레이,중소,전체이용가,2012,없음,,0,Ice Penguin 3D(아이스 팽귄 3D)
퍼즐,구글플레이,중소,전체이용가,2012,없음,,0,커플 스나이퍼 (couple sniper)
기타,구글플레이,중소,15세이용가,2012,없음,선정성,0,[섹시]틀린그림찾기
퍼즐,구글플레이,중소,전체이용가,2012,없음,,0,Wing Of Victory (윙 오브 빅토리)
퍼즐,구글플레이,중소,전체이용가,2012,없음,,0,리벤지울프_시즌
슈팅,기타,중소,전체이용가,2012,4회 이상,,1,오션엔젤(Ocean Angel)
슈팅,기타,중소,전체이용가,2012,4회 이상,,0,오션소울(Ocean Soul)
슈팅,기타,중소,전체이용가,2012,4회 이상,,1,오션 샤크(Ocean Shark)
슈팅,기타,중소,전체이용가,2012,4회 이상,,0,SEA Cannon(씨 캐논)
슈팅,기타,중소,전체이용가,2012,4회 이상,,1,SEA Cannon 3(씨 캐논3)
기타,기타,중소,전체이용가,2012,4회 이상,,1,Legend Of Hero -Special Edition- (레전드 오브 히어로 스폐샬 에디션)
슈팅,기타,중소,전체이용가,2012,4회 이상,,0,ISTANBUL(이스탄불)
슈팅,기타,중소,전체이용가,2012,4회 이상,,0,ISTANBUL2(이스탄불2)
슈팅,기타,중소,전체이용가,2012,4회 이상,,0,ISTANBUL3(이스탄불3)
기타,기타,중소,전체이용가,2012,없음,,0,pulling catcher (풀링 캐쳐)
슈팅,기타,중소,전체이용가,2012,4회 이상,,0,SEA BATTLE(씨배틀)
슈팅,기타,중소,전체이용가,2012,4회 이상,,1,SEA BATTLE3 (씨배틀3)
퍼즐,기타,중소,전체이용가,2012,4회 이상,,0,온천기행
슈팅,기타,중소,전체이용가,2012,4회 이상,,1,GodenOcean plus(골든오션플러스)
액션,구글플레이,중소,12세이용가,2012,없음,폭력성,0,카툰워즈(Cartoon Wars)
기타,구글플레이,개인,청소년이용불가,2012,없음,사행성,0,스마트과일슬롯게임
퍼즐,구글플레이,중소,전체이용가,2012,없음,,0,AstroWings2(아스트로윙2)
기타,PC (Steam),중소,청소년이용불가,2012,없음,사행성,0,팔도 맞고 (Paldo matgo)
기타,PC (Steam),중소,청소년이용불가,2012,없음,사행성,0,팝 7포커 (pop 7poker)
기타,PC (Steam),중소,청소년이용불가,2012,없음,사행성,0,팝 바둑이 (pop baduki)
기타,구글플레이,중소,전체이용가,2012,없음,,0,전쟁의영웅(HEROES FIGHT)
기타,구글플레이,중소,전체이용가,2012,2~3회,,0,Animals (애니멀스)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Coin Collecter (코인 콜렉터)
기타,구글플레이,중소,전체이용가,2012,2~3회,,0,Fun Sticker (펀 스티커)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Memory games (메모리 게임)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Protect the Flowers (프로텍트 더 플라워)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Galaxy Gems (갤럭시 젬)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Tower of Hanoi (타워 오브 하노이)
액션,구글플레이,중소,전체이용가,2012,2~3회,,0,Stinky the Cat (스팅키 더 캣)
기타,구글플레이,중소,전체이용가,2012,2~3회,,0,Greek Legends Odyssey (그리스 레젼드 오딧세이)
기타,구글플레이,중소,전체이용가,2012,2~3회,,0,Greek Legends - Siege of Troy (그리스 레젼드 -  트로이 전쟁)
퍼즐,구글플레이,중소,전체이용가,2012,없음,,0,고고미니스타 (GoGo Mini Star)
기타,구글플레이,중소,전체이용가,2012,없음,,0,피라미드카드배틀 (pyramid card battle)
퍼즐,구글플레이,중소,전체이용가,2012,없음,,0,액션젤리캣 (Action Jelly Cat)
퍼즐,구글플레이,중소,전체이용가,2012,없음,,0,파이어링 (Fire Ring)
기타,구글플레이,중소,전체이용가,2012,2~3회,,0,Maths Commando (매쓰 코만도)
시뮬레이션,구글플레이,중소,전체이용가,2012,2~3회,,0,Air Lane (에어 레인)
액션,구글플레이,중소,전체이용가,2012,2~3회,,0,Lizardry (리자드리)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Bubbles (버블스)
액션,구글플레이,중소,전체이용가,2012,2~3회,,0,Monkey Business (멍키 비즈니스)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,RoboWorks (로보워크스)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,Puzzles with Matches (퍼즐 위드 매치스)
퍼즐,구글플레이,중소,전체이용가,2012,2~3회,,0,BoB (비오비)
퍼즐,구글플레이,중소,전체이용가,2012,없음,,0,블링블링팡팡
퍼즐,구글플레이,중소,전체이용가,2012,없음,,0,Collapse(콜랩스)
퍼즐,구글플레이,중소,전체이용가,2012,없음,,0,파라파라두더지
기타,기타,중소,청소년이용불가,2012,1회,,0,2018
기타,기타,중소,청소년이용불가,2012,1회,,0,경마스쿨
기타,기타,중소,청소년이용불가,2012,없음,,0,多存 POKER(다존 포커)
기타,기타,개인,청소년이용불가,2012,없음,,0,다크오션Poker(다크오션포커)
기타,기타,중소,청소년이용불가,2012,없음,,0,드래곤 캐슬 (Dragon Castle)
기타,기타,중소,청소년이용불가,2012,없음,,0,바다보석
기타,기타,중소,청소년이용불가,2012,4회 이상,,0,바다時代(바다시대)
기타,기타,중소,청소년이용불가,2012,없음,,0,블루포커플러스(BluePokerPlus)
기타,기타,중소,청소년이용불가,2012,없음,,0,서클 오션(CIRCLE 5CEAN)
기타,기타,중소,청소년이용불가,2012,없음,,0,오션스 포카(OCEAN’S POKER)
기타,기타,중소,청소년이용불가,2012,없음,,0,우주 보석
기타,기타,중소,청소년이용불가,2012,없음,,0,포커야 (PokerYa)
기타,기타,중소,청소년이용불가,2012,4회 이상,,0,풀 향기 포커 (풀향기 POKER)
기타,기타,중소,청소년이용불가,2012,없음,,0,해모수 포커(해모수 POKER)
기타,기타,개인,청소년이용불가,2012,4회 이상,,0,해저 천국2
기타,기타,중소,청소년이용불가,2012,2~3회,,0,Aqua Valley Poker (아쿠아 밸리 포커)
기타,기타,중소,청소년이용불가,2012,없음,,0,ArizonaPoker (애리조나포카)
기타,기타,중소,청소년이용불가,2012,없음,,0,CAESAR (시저)
기타,기타,중소,청소년이용불가,2012,1회,,0,GOLD PARADISE (골드파라다이스)
기타,기타,중소,청소년이용불가,2012,4회 이상,,0,HERA (헤라)
기타,기타,중소,청소년이용불가,2012,2~3회,,0,ISLAND FISHING (아일랜드 피싱)
기타,기타,중소,청소년이용불가,2012,없음,,0,K고래 키우기
기타,기타,개인,청소년이용불가,2012,없음,,0,LUCKY DAY(럭키 데이)
기타,기타,중소,청소년이용불가,2012,없음,,0,OceanKing (오션킹)
기타,기타,중소,청소년이용불가,2012,없음,,0,Renaissance Poker (르네상스 포커)
기타,기타,중소,청소년이용불가,2012,2~3회,,0,SEA BATTLE (씨 배틀)
기타,기타,중소,청소년이용불가,2012,4회 이상,,0,SEA BATTLE 2 (씨 배틀2)
기타,기타,중소,청소년이용불가,2012,4회 이상,,0,SeaBattle3(씨배틀3)
기타,기타,중소,청소년이용불가,2012,4회 이상,,0,SEASIDE  (씨 사이드)
기타,기타,중소,청소년이용불가,2012,없음,,0,TURTLE POKER (터틀 포커)
기타,기타,중소,청소년이용불가,2012,없음,,0,UnderSeas (언더시즈)
기타,기타,중소,청소년이용불가,2012,없음,,0,WATER-G(워터-지)
기타,기타,중소,청소년이용불가,2012,없음,,0,Yong Kung(용궁)
퍼즐,기타,중소,전체이용가,2012,1회,,0,Sea Choice (씨 초이스)
기타,기타,중소,전체이용가,2012,없음,,0,오마이갓(ohmygod)
슈팅,기타,중소,전체이용가,2012,4회 이상,,0,FISHFISH(피쉬피쉬)
슈팅,기타,중소,전체이용가,2012,4회 이상,,0,FISHFISH2(피쉬피쉬2)
슈팅,기타,중소,전체이용가,2012,4회 이상,,0,FISHFISH3(피쉬피쉬3)
퍼즐,기타,중소,전체이용가,2012,4회 이상,,0,NEW龍宮傳 [뉴용궁전]
슈팅,기타,중소,전체이용가,2012,2~3회,,1,NEW Aladdin (뉴 알라딘)
기타,기타,중소,전체이용가,2012,없음,,0,바다팡팡
퍼즐,구글플레이,중소,12세이용가,2012,없음,사행성,0,쥬얼리 코인 (Jewelry Coin)
시뮬레이션,구글플레이,중소,12세이용가,2012,없음,폭력성,0,Devils At The Gate(데빌 앳 더 그레이트)
슈팅,기타,중소,전체이용가,2012,4회 이상,,0,HappyHappyOcean(해피해피오션)
퍼즐,기타,개인,전체이용가,2012,4회 이상,,1,북해도
퍼즐,기타,중소,전체이용가,2012,1회,,0,find u boat (파인드 유 보트)
퍼즐,기타,중소,전체이용가,2012,4회 이상,,1,축제
퍼즐,구글플레이,중소,전체이용가,2012,없음,,0,영웅사명(DUTY of  HEROFE)
기타,구글플레이,중소,전체이용가,2012,없음,,0,뽀로로 사과를 받아줘
기타,구글플레이,중소,전체이용가,2012,없음,,0,부릉부릉 타요
퍼즐,구글플레이,중소,전체이용가,2012,없음,,0,뽀로로 눈사람 만들기
